sector,period,period_order,sector_health_score,corporate_health_score_median,sector_growth_score,growth_score_median,sector_profitability_score,profitability_score_median,sector_cash_conversion_score,cash_conversion_score_median,sector_working_capital_stress,working_capital_stress_score_median,sector_leverage_stress,leverage_stress_score_median,sector_balance_sheet_score,balance_sheet_resilience_score_median,sector_capital_allocation_score,capital_allocation_score_median,sector_matrix_consistency_score,matrix_consistency_score_median,company_count,sector_health_trend_yoy,sector_diffusion_label
Health Care,2023Q1,8093,73.0706759980178,73.0706759980178,85.74692503263934,85.74692503263934,60.0,60.0,56.96969696969696,56.96969696969696,38.406825015908865,38.406825015908865,22.844997677530277,22.844997677530277,78.7857594861141,78.7857594861141,39.1919191919192,39.1919191919192,73.74986172302566,73.74986172302566,1,16.30902309322328,Broad Improvement
Industrial Goods & Services,2023Q1,8093,49.139723268503666,41.99110450488443,45.55555555555555,37.5,50.0,48.0,50.0,54.0,50.833333333333336,55.0,51.05555555555555,55.0,50.0,51.111111111111114,50.0,52.0,62.584051903611254,54.53893035237988,6,-0.48418340280768746,Mixed / Divergent
Insurance,2023Q1,8093,45.955417360778085,45.955417360778085,44.84642341785199,44.84642341785199,14.747474747474746,14.747474747474746,77.97979797979798,77.97979797979798,32.780584236329574,32.780584236329574,74.99067083555758,74.99067083555758,36.836348860949926,36.836348860949926,70.6909090909091,70.6909090909091,48.88286601125165,48.88286601125165,1,-0.19817918901681253,Mixed / Divergent
Oil & Gas,2023Q1,8093,47.27731119978614,47.27731119978614,58.407201264344124,58.407201264344124,15.757575757575758,15.757575757575758,37.37373737373738,37.37373737373738,27.765372782841723,27.765372782841723,45.93887095041007,45.93887095041007,51.344258184683724,51.344258184683724,49.53333333333333,49.53333333333333,61.83014462044771,61.83014462044771,2,7.849042298977054,Mixed / Divergent
Personal & Household Goods,2023Q1,8093,65.11399996574248,65.11399996574248,75.30406101834673,75.30406101834673,56.262626262626256,56.262626262626256,35.45454545454546,35.45454545454546,40.009087380011294,40.009087380011294,27.01267522514091,27.01267522514091,72.44832187119421,72.44832187119421,55.406060606060606,55.406060606060606,75.71288931931983,75.71288931931983,2,13.77550681067261,Broad Improvement
Real Estate,2023Q1,8093,50.25919776439925,46.35502353991511,50.0,50.0,50.0,46.66666666666667,50.0,48.888888888888886,50.0,54.166666666666664,50.00000000000001,54.62962962962964,50.0,53.7037037037037,49.76608187134503,51.55555555555556,56.992760469246605,53.01158806083851,19,0.6064650336736861,Mixed / Divergent
Retail,2023Q1,8093,49.87021008416688,59.08216393409066,50.0,50.0,50.0,60.0,50.0,50.0,50.0,56.25,50.0,33.333333333333336,50.0,61.111111111111114,50.0,40.0,48.93966148441252,47.56404458854169,3,-0.582658196562079,Mixed / Divergent
Technology,2023Q1,8093,62.69272235056592,62.69272235056592,66.85391328248471,66.85391328248471,53.535353535353536,53.535353535353536,54.14141414141413,54.14141414141413,31.172697751696198,31.172697751696198,36.64584994303594,36.64584994303594,55.74527783747642,55.74527783747642,44.3030303030303,44.3030303030303,81.61586019692439,81.61586019692439,2,11.391422761907528,Mixed Improvement
Travel & Leisure,2023Q1,8093,59.33717390406345,59.33717390406345,44.30100322957466,44.30100322957466,49.19191919191919,49.19191919191919,57.878787878787875,57.878787878787875,16.865536371553453,16.865536371553453,33.50333205077542,33.50333205077542,58.82577505893109,58.82577505893109,51.27474747474748,51.27474747474748,55.837468794058836,55.837468794058836,2,7.395844706077753,Mixed Improvement
Unknown,2023Q1,8093,35.133453154018675,35.133453154018675,6.926406926406926,6.926406926406926,2.0202020202020203,2.0202020202020203,59.5959595959596,59.5959595959596,66.17789287432144,66.17789287432144,34.00673400673401,34.00673400673401,72.15728715728716,72.15728715728716,54.04040404040404,54.04040404040404,56.47731908765337,56.47731908765337,1,-38.232372788012505,Weakening
Utilities,2023Q1,8093,51.60619160678767,51.36205903313143,50.0,53.333333333333336,50.0,60.0,50.0,48.0,50.0,57.5,46.388888888888886,44.166666666666664,51.269841269841265,45.55555555555556,50.0,48.0,68.1484572559625,64.89675816378994,6,0.8244383072001256,Mixed / Divergent
Banks,2023Q2,8094,51.282865928698676,52.81984930184663,50.0,56.372549019607845,50.0,44.705882352941174,50.0,50.0,50.0,48.529411764705884,50.0,49.01960784313725,50.0,47.05882352941177,50.0,50.73529411764706,67.73834198719352,67.21109550755523,18,0.654312122319233,Mixed / Divergent
Basic Resources,2023Q2,8094,50.61276079196196,45.371153370759714,50.0,41.666666666666664,49.99999999999999,36.66666666666666,50.0,50.0,49.99999999999999,54.16666666666666,50.0,47.22222222222222,50.0,48.148148148148145,50.0,56.66666666666667,54.67128671650898,52.8946938480197,4,0.3007698306079547,Mixed / Divergent
Chemicals,2023Q2,8094,50.920838631173396,51.26766233576984,50.0,58.333333333333336,50.0,45.0,50.0,45.0,50.0,50.0,50.0,47.916666666666664,50.0,62.5,50.0,50.0,60.67880692781954,60.44223586183451,5,-0.1962382768094244,Mixed / Divergent
Construction & Materials,2023Q2,8094,50.99673317884642,47.68079053191394,50.0,60.416666666666664,50.0,47.5,50.0,45.0,50.0,53.125,50.0,47.916666666666664,50.0,51.388888888888886,50.0,50.0,62.15875118554672,61.38106693360125,9,0.8379870240595011,Mixed / Divergent
Financial Services,2023Q2,8094,50.519937062706354,56.304169867648156,50.0,52.083333333333336,50.0,45.0,50.0,50.0,50.23148148148149,52.083333333333336,49.40586419753086,42.55952380952381,49.12459582598471,50.92592592592593,50.27777777777778,50.71428571428571,53.84391729249601,52.80183176875698,9,1.327937556755117,Mixed / Divergent
Food & Beverage,2023Q2,8094,50.56718504027931,48.024017636557815,50.0,56.48148148148148,50.0,44.44444444444444,50.0,44.44444444444444,50.0,50.0,50.0,57.407407407407405,50.0,42.592592592592595,49.888888888888886,48.47222222222222,54.00478143376034,52.744423356151394,10,0.12205900245332657,Mixed / Divergent
Health Care,2023Q2,8094,65.65088963162152,65.65088963162152,85.09757438328867,85.09757438328867,61.81818181818183,61.81818181818183,36.56565656565657,36.56565656565657,49.83435732659335,49.83435732659335,37.35901997153154,37.35901997153154,74.89406476108603,74.89406476108603,46.12525252525253,46.12525252525253,73.53912074697672,73.53912074697672,1,8.805049999237596,Broad Improvement
Industrial Goods & Services,2023Q2,8094,49.62189268042192,38.054763350355174,45.555555555555564,35.833333333333336,50.0,44.0,50.0,60.0,50.0,49.375,52.444444444444436,58.166666666666664,50.0,50.0,50.0,52.0,64.9049065494027,59.561831870548026,6,-0.27638552352512846,Mixed / Divergent
Insurance,2023Q2,8094,45.2894570218467,45.2894570218467,42.65443551157836,42.65443551157836,15.353535353535353,15.353535353535353,78.38383838383838,78.38383838383838,44.90426111155925,44.90426111155925,72.81842476569581,72.81842476569581,39.18641199226306,39.18641199226306,74.62626262626262,74.62626262626262,49.001446545706784,49.001446545706784,1,-1.4760782002414103,Mixed / Divergent
Oil & Gas,2023Q2,8094,63.685859914610894,63.685859914610894,79.7163815020958,79.7163815020958,22.92929292929293,22.92929292929293,65.85858585858587,65.85858585858587,35.38840602116999,35.38840602116999,33.03775750879127,33.03775750879127,55.38068032571579,55.38068032571579,54.88080808080808,54.88080808080808,85.23822997757543,85.23822997757543,2,21.864549499398898,Mixed Improvement
Personal & Household Goods,2023Q2,8094,55.666081141034425,55.666081141034425,62.004397718683435,62.004397718683435,55.95959595959596,55.95959595959596,27.474747474747474,27.474747474747474,54.21085158371649,54.21085158371649,36.164026948485784,36.164026948485784,68.12471643145402,68.12471643145402,56.149494949494944,56.149494949494944,63.90320608798977,63.90320608798977,2,-4.435340796417734,Mixed Improvement
Real Estate,2023Q2,8094,50.82705391235779,47.84831784094352,50.0,49.074074074074076,50.0,47.77777777777777,50.0,48.88888888888889,50.0,51.388888888888886,50.0,58.333333333333336,50.0,48.76543209876544,49.86842105263158,52.44444444444444,59.113162091275974,55.69219930033573,19,0.8903723100057377,Mixed / Divergent
Retail,2023Q2,8094,50.332222903768695,61.62308662193837,50.0,50.0,50.0,60.0,50.0,40.0,50.0,56.25,50.0,41.666666666666664,50.0,72.22222222222223,50.0,50.0,49.20079575982984,48.745080685487906,3,-0.0978495432888522,Mixed / Divergent
Technology,2023Q2,8094,60.82564662565198,60.82564662565198,67.80045351473925,67.80045351473925,51.91919191919192,51.91919191919192,51.41414141414141,51.41414141414141,30.967992928396654,30.967992928396654,41.485826504327896,41.485826504327896,54.100419084461635,54.100419084461635,42.44444444444444,42.44444444444444,71.65834951583153,71.65834951583153,2,5.979935214204652,Mixed Improvement
Travel & Leisure,2023Q2,8094,57.74448726376312,57.74448726376312,41.629732701161274,41.629732701161274,49.29292929292929,49.29292929292929,55.656565656565654,55.656565656565654,18.4151953765696,18.4151953765696,35.39321911685464,35.39321911685464,52.16055139370742,52.16055139370742,57.686868686868685,57.686868686868685,55.363215861977565,55.363215861977565,2,0.8116626083356095,Mixed Improvement
Unknown,2023Q2,8094,87.33462584684673,87.33462584684673,86.59382945097231,86.59382945097231,63.838383838383834,63.838383838383834,97.37373737373737,97.37373737373737,54.73008142651,54.73008142651,3.5900673400673404,3.5900673400673404,87.93470418470419,87.93470418470419,61.61616161616161,61.61616161616161,80.85431341415256,80.85431341415256,1,5.5639327184151455,Broad Improvement
Utilities,2023Q2,8094,51.79728878560812,52.52010968196749,50.0,43.333333333333336,50.0,54.0,50.0,56.0,50.0,45.0,45.833333333333336,46.666666666666664,51.216931216931215,47.77777777777778,50.0,46.0,61.61879796459082,62.17797826339486,6,0.7501532578806192,Mixed / Divergent
Banks,2023Q3,8095,50.15193885992975,48.58733033995229,50.0,57.352941176470594,50.0,47.647058823529406,50.0,44.70588235294118,50.0,52.94117647058823,50.0,51.9607843137255,50.0,47.794117647058826,50.0,46.3235294117647,66.19252457177623,68.88575680802532,18,-0.5477720189610338,Mixed / Divergent
Basic Resources,2023Q3,8095,49.61554362782161,56.353929277871956,50.0,55.55555555555555,49.99999999999999,49.999999999999986,50.0,55.0,49.99999999999999,50.0,49.99999999999999,41.66666666666666,49.99999999999999,51.85185185185185,50.0,56.666666666666664,55.732813459842866,54.6671931275165,4,-0.30631747124077435,Mixed / Divergent
Chemicals,2023Q3,8095,49.931910258481594,51.2447786971963,50.0,41.666666666666664,50.0,30.0,50.0,50.0,50.0,43.75,50.00000000000001,45.833333333333336,50.0,55.55555555555556,50.0,45.0,61.90196516753754,63.56924311481669,5,-1.0243837238953688,Mixed / Divergent
Construction & Materials,2023Q3,8095,50.01124023113918,47.90175963826315,50.0,50.0,50.0,53.75,50.0,50.0,50.0,46.875,50.0,54.166666666666664,50.0,48.611111111111114,50.0,50.0,63.44890023863192,59.17595504777788,9,-0.26418968423276823,Mixed / Divergent
Financial Services,2023Q3,8095,49.33180001378816,47.39335830202591,50.0,43.75,50.0,35.0,50.0,37.5,50.23148148148148,50.0,49.82473544973545,38.541666666666664,48.4430114638448,44.77513227513228,49.895833333333336,46.25,55.24776056031122,57.08573849437829,9,0.5534775153763789,Mixed / Divergent
Food & Beverage,2023Q3,8095,49.46079260814635,47.61881445843218,50.0,51.85185185185185,50.0,48.88888888888889,50.0,53.33333333333333,50.0,48.611111111111114,50.0,55.55555555555556,50.0,43.20987654320987,49.72222222222222,54.86111111111111,53.270722952962714,54.260256038376895,10,-0.9359342648538842,Mixed / Divergent
Health Care,2023Q3,8095,66.10599228181852,66.10599228181852,81.14478114478113,81.14478114478113,66.06060606060605,66.06060606060605,24.040404040404034,24.040404040404034,56.27029220779221,56.27029220779221,13.085022901169092,13.085022901169092,79.29246364352747,79.29246364352747,58.75555555555555,58.75555555555555,63.84618498091514,63.84618498091514,1,1.0914507841221166,Broad Improvement
Industrial Goods & Services,2023Q3,8095,49.945602168338404,46.335157264965105,50.0,53.333333333333336,50.0,48.0,50.0,52.0,50.0,50.0,50.0,52.5,50.0,46.666666666666664,50.0,47.0,62.16895751403905,57.793392779906355,6,-1.0020781103768996,Mixed / Divergent
Insurance,2023Q3,8095,43.18731008946621,43.18731008946621,42.59259259259259,42.59259259259259,15.353535353535353,15.353535353535353,77.77777777777777,77.77777777777777,45.90999278499278,45.90999278499278,73.48898733387409,73.48898733387409,39.62517461852568,39.62517461852568,66.55353535353535,66.55353535353535,51.10834080257061,51.10834080257061,1,-2.066949291328733,Weakening
Oil & Gas,2023Q3,8095,62.946610162264065,62.946610162264065,83.58585858585859,83.58585858585859,30.101010101010097,30.101010101010097,62.12121212121211,62.12121212121211,47.175550144300146,47.175550144300146,35.16464432704995,35.16464432704995,56.77009754757982,56.77009754757982,59.7010101010101,59.7010101010101,86.17880117785259,86.17880117785259,2,19.044042992214983,Mixed Improvement
Personal & Household Goods,2023Q3,8095,52.70673587648838,52.70673587648838,44.86531986531986,44.86531986531986,55.25252525252526,55.25252525252526,31.91919191919192,31.91919191919192,51.560245310245314,51.560245310245314,25.11122810119035,25.11122810119035,72.9061029920959,72.9061029920959,47.67272727272727,47.67272727272727,58.948274554141754,58.948274554141754,2,-20.153605440053113,Mixed / Divergent
Real Estate,2023Q3,8095,49.6605775299379,51.818041566070946,50.0,53.703703703703695,50.0,55.55555555555556,50.0,56.66666666666667,50.0,41.666666666666664,50.0,53.70370370370372,50.0,53.086419753086425,49.91228070175439,52.44444444444446,56.78641349063355,54.5510943552288,19,-0.24032099226941028,Mixed / Divergent
Retail,2023Q3,8095,49.2464262102901,61.30582164973105,50.0,50.0,50.0,60.0,50.0,30.0,50.0,56.25,50.0,41.666666666666664,50.0,66.66666666666667,50.0,50.0,48.535021006340735,48.10465664200106,3,-1.0224188513503094,Mixed / Divergent
Technology,2023Q3,8095,59.44735499393404,59.44735499393404,66.32996632996634,66.32996632996634,51.81818181818181,51.81818181818181,52.12121212121212,52.12121212121212,26.581664862914863,26.581664862914863,43.333082310175655,43.333082310175655,54.428179549633455,54.428179549633455,37.810101010101015,37.810101010101015,70.88530343257676,70.88530343257676,2,5.433415339401705,Mixed Improvement
Travel & Leisure,2023Q3,8095,54.354532710518995,54.354532710518995,37.62626262626263,37.62626262626263,49.19191919191919,49.19191919191919,55.858585858585855,55.858585858585855,21.454199735449734,21.454199735449734,35.475554272997655,35.475554272997655,55.65201363516965,55.65201363516965,46.785858585858584,46.785858585858584,50.07130728500698,50.07130728500698,2,-2.968371250057679,Mixed / Divergent
Unknown,2023Q3,8095,70.36362942646468,70.36362942646468,92.76094276094277,92.76094276094277,67.27272727272727,67.27272727272727,22.82828282828283,22.82828282828283,55.0736531986532,55.0736531986532,4.006734006734007,4.006734006734007,88.1890331890332,88.1890331890332,40.656565656565654,40.656565656565654,67.47282110268078,67.47282110268078,1,-14.728526974346508,Mixed Improvement
Utilities,2023Q3,8095,50.470946400169396,48.958501722465655,50.0,53.333333333333336,50.0,50.0,50.0,54.0,50.0,57.5,45.833333333333336,49.16666666666667,51.216931216931215,46.66666666666667,50.0,46.0,56.26238038559683,57.22847831474073,6,-0.5430847762592421,Mixed / Divergent
Banks,2023Q4,8096,49.63580472630302,45.80668499468023,50.0,47.058823529411754,50.0,45.294117647058826,50.0,51.17647058823529,50.0,52.94117647058823,50.0,54.90196078431373,50.0,48.161764705882355,50.0,49.63235294117647,64.87960882084434,65.59746442688174,18,-2.325081876465106,Mixed / Divergent
Basic Resources,2023Q4,8096,49.43018991453694,53.99757633330054,49.999999999999986,55.55555555555554,50.0,53.33333333333333,50.0,46.666666666666664,50.0,50.0,50.0,55.55555555555556,50.0,51.85185185185185,50.0,53.33333333333333,60.870118425198605,60.67007325114598,4,-1.694903464508407,Mixed / Divergent
Chemicals,2023Q4,8096,49.58232479748116,50.2099601434435,50.0,41.666666666666664,50.0,40.0,50.0,45.0,50.0,50.0,50.0,52.083333333333336,50.65972222222222,48.611111111111114,50.0,40.0,61.85758313478455,63.19723690816667,5,-2.7242966718332227,Mixed / Divergent
Construction & Materials,2023Q4,8096,49.5746805695226,53.40490597884351,50.0,60.416666666666664,50.0,58.75,50.0,55.0,50.0,53.125,50.0,54.166666666666664,50.0,51.388888888888886,50.0,52.5,63.68768729803181,65.00077454729214,9,-2.2624439053196994,Mixed / Divergent
Financial Services,2023Q4,8096,49.338869334486894,54.724381580504115,50.0,54.166666666666664,50.0,37.5,50.0,38.75,49.76851851851852,43.75,50.47398589065256,44.04761904761905,49.80066872427984,41.785714285714285,49.75694444444444,44.46428571428571,60.900984584401236,63.337309751659326,9,-1.2742682227454765,Mixed / Divergent
Food & Beverage,2023Q4,8096,49.26673025708699,48.69250972235373,50.0,44.44444444444444,50.0,49.99999999999999,50.0,52.22222222222222,50.0,50.0,50.0,54.62962962962963,50.0,43.827160493827165,49.88888888888889,50.41666666666667,57.904876082043515,56.59857568558546,10,-2.217124441083236,Mixed / Divergent
Health Care,2023Q4,8096,63.8619365233249,63.8619365233249,66.66666666666667,66.66666666666667,62.42424242424242,62.42424242424242,29.4949494949495,29.4949494949495,54.30465367965368,54.30465367965368,5.243928800217858,5.243928800217858,85.72446560035213,85.72446560035213,51.20808080808081,51.20808080808081,60.335375238222,60.335375238222,1,-10.355235261951236,Mixed Improvement
Industrial Goods & Services,2023Q4,8096,49.42663523835651,51.76683857227779,50.0,53.33333333333333,50.0,42.0,50.0,46.0,50.0,55.0,50.0,53.33333333333333,50.0,52.22222222222222,50.0,47.0,60.800802212603685,60.20299664712236,6,-2.215006102817746,Mixed / Divergent
Insurance,2023Q4,8096,42.02607412393111,42.02607412393111,36.53198653198653,36.53198653198653,15.555555555555554,15.555555555555554,78.58585858585859,78.58585858585859,44.00162337662337,44.00162337662337,71.77722054315991,71.77722054315991,43.58666451751558,43.58666451751558,59.967676767676764,59.967676767676764,53.90539955568492,53.90539955568492,1,-7.2344019544030616,Weakening
Oil & Gas,2023Q4,8096,61.91818626306732,61.91818626306732,70.2861952861953,70.2861952861953,29.393939393939394,29.393939393939394,70.60606060606061,70.60606060606061,39.11796536796537,39.11796536796537,33.83372909275539,33.83372909275539,58.78182986339014,58.78182986339014,56.27474747474747,56.27474747474747,82.91526475650838,82.91526475650838,2,13.708732115285933,Mixed Improvement
Personal & Household Goods,2023Q4,8096,60.404563569128314,60.404563569128314,53.956228956228955,53.956228956228955,57.474747474747474,57.474747474747474,45.95959595959596,45.95959595959596,40.86084054834055,40.86084054834055,25.24036159102129,25.24036159102129,73.18732336462833,73.18732336462833,51.46666666666667,51.46666666666667,67.16027275597347,67.16027275597347,2,-4.52911263933278,Mixed Improvement
Real Estate,2023Q4,8096,49.51333082265382,49.868585976161285,50.0,47.22222222222222,50.0,58.88888888888889,50.0,53.33333333333333,50.0,48.611111111111114,49.81968810916179,52.75054466230937,50.0,51.85185185185185,50.43859649122807,50.222222222222214,61.07323811180721,60.632851942514044,19,-1.6884352896005552,Mixed / Divergent
Retail,2023Q4,8096,48.81339581362433,50.83136013104703,50.0,45.833333333333336,50.0,45.0,50.0,40.0,50.0,50.0,50.0,58.333333333333336,50.0,66.66666666666667,50.0,40.0,48.842628759164484,48.368581774285076,3,-2.5599971396884627,Mixed / Divergent
Technology,2023Q4,8096,57.8979446447213,57.8979446447213,58.08080808080808,58.08080808080808,53.13131313131313,53.13131313131313,54.24242424242424,54.24242424242424,31.71153499278499,31.71153499278499,41.25974354801614,41.25974354801614,57.60171761058285,57.60171761058285,40.452525252525255,40.452525252525255,71.29604255090852,71.29604255090852,2,-3.9761144734029656,Mixed Improvement
Travel & Leisure,2023Q4,8096,55.85118733159993,55.85118733159993,60.77441077441078,60.77441077441078,50.707070707070706,50.707070707070706,43.43434343434343,43.43434343434343,30.238921957671955,30.238921957671955,39.20288809508953,39.20288809508953,51.06261092076694,51.06261092076694,50.898989898989896,50.898989898989896,58.9815241281804,58.9815241281804,2,-3.5660869938488275,Mixed Improvement
Unknown,2023Q4,8096,67.01423567269627,67.01423567269627,78.45117845117845,78.45117845117845,72.12121212121211,72.12121212121211,15.353535353535355,15.353535353535355,41.94234006734007,41.94234006734007,4.006734006734007,4.006734006734007,87.75613275613276,87.75613275613276,34.5959595959596,34.5959595959596,66.99116725735396,66.99116725735396,1,-4.148580590861457,Mixed Improvement
Utilities,2023Q4,8096,49.52717223031559,53.84783255650571,50.0,45.0,50.0,56.0,50.0,58.0,50.0,50.0,47.22222222222222,51.25,50.50925925925926,48.611111111111114,50.0,48.0,52.900163210503905,52.70543083908608,6,-3.3121865096493224,Mixed / Divergent
Banks,2024Q1,8097,50.88977982207741,50.872134345569194,50.0,50.98039215686275,50.0,48.23529411764706,50.0,48.23529411764706,50.0,50.0,50.0,50.0,50.0,52.5735294117647,50.0,47.794117647058826,65.8801474763391,68.0858031896972,18,-0.08606271715935776,Mixed / Divergent
Basic Resources,2024Q1,8097,50.93443464824397,52.88243955283632,49.99999999999999,58.33333333333333,49.999999999999986,56.66666666666665,50.0,46.666666666666664,50.0,50.0,49.99999999999999,47.222222222222214,50.0,55.55555555555556,50.0,53.333333333333336,66.7509169267315,65.92783313133695,4,1.0262567584514173,Mixed / Divergent
Chemicals,2024Q1,8097,50.62670285817067,51.937344772500296,50.0,50.0,50.0,40.0,50.0,55.0,50.0,43.75,50.0,50.0,50.0,38.888888888888886,50.0,45.0,60.75014467625026,60.008659037888485,5,-0.0719445509122778,Mixed / Divergent
Construction & Materials,2024Q1,8097,50.846057385357106,48.50701691869745,50.0,45.833333333333336,50.0,53.75,50.0,47.5,50.0,43.75,50.0,45.833333333333336,50.0,45.833333333333336,50.0,52.5,65.02755962725104,64.09483349218817,9,0.35286564067516224,Mixed / Divergent
Financial Services,2024Q1,8097,50.35707644624701,50.23601616206881,50.0,43.75,50.0,42.5,50.0,38.75,50.925925925925924,50.0,51.160714285714285,52.18253968253968,48.536706349206355,46.62698412698413,49.513888888888886,51.25,67.11445139946704,65.31508051596056,9,0.6212846863474084,Mixed / Divergent
Food & Beverage,2024Q1,8097,50.78965914915634,49.48813443982015,50.0,48.14814814814814,50.0,48.888888888888886,50.0,44.44444444444444,50.0,45.138888888888886,50.0,56.48148148148148,50.0,42.90123456790123,49.80555555555556,49.72222222222222,64.31668248062891,63.1159471574802,10,0.4511448866291303,Mixed / Divergent
Health Care,2024Q1,8097,55.135732404335265,55.135732404335265,42.59259259259259,42.59259259259259,59.19191919191919,59.19191919191919,30.70707070707071,30.70707070707071,63.942550505050505,63.942550505050505,14.282668981717135,14.282668981717135,82.9532480190375,82.9532480190375,54.222222222222214,54.222222222222214,53.4888025724203,53.4888025724203,1,-17.93494359368254,Mixed Improvement
Industrial Goods & Services,2024Q1,8097,50.88347995333027,47.48954659716075,50.0,50.0,50.0,42.0,50.0,50.0,50.0,50.0,50.0,53.33333333333333,50.0,48.888888888888886,50.0,46.0,65.75729998778269,66.41688349153975,6,1.7437566848266073,Mixed / Divergent
Insurance,2024Q1,8097,42.71732345110956,42.71732345110956,29.62962962962963,29.62962962962963,13.737373737373735,13.737373737373735,85.85858585858587,85.85858585858587,42.425144300144304,42.425144300144304,71.97682310224303,71.97682310224303,39.382476076555015,39.382476076555015,65.95555555555555,65.95555555555555,53.13256232570832,53.13256232570832,1,-3.238093909668528,Weakening
Oil & Gas,2024Q1,8097,63.16531060716939,63.16531060716939,75.84175084175084,75.84175084175084,31.61616161616162,31.61616161616162,68.48484848484847,68.48484848484847,54.56146284271284,54.56146284271284,31.733279745947716,31.733279745947716,60.54095676902694,60.54095676902694,59.92323232323232,59.92323232323232,83.05518949033043,83.05518949033043,2,15.887999407383248,Mixed Improvement
Personal & Household Goods,2024Q1,8097,58.645780502482665,58.645780502482665,38.8047138047138,38.8047138047138,56.56565656565657,56.56565656565657,48.888888888888886,48.888888888888886,43.28846500721501,43.28846500721501,24.469989178835764,24.469989178835764,79.03362678581976,79.03362678581976,48.31111111111111,48.31111111111111,70.83272895989629,70.83272895989629,2,-6.468219463259814,Mixed Improvement
Real Estate,2024Q1,8097,50.593445112800964,52.68757452747962,50.0,41.20370370370371,50.0,60.0,50.0,54.44444444444444,50.0,52.77777777777777,50.0,48.14814814814815,50.0,53.08641975308641,50.453216374269005,50.44444444444444,59.19518563967241,55.908536500519546,19,0.33424734840171766,Mixed / Divergent
Retail,2024Q1,8097,50.149839550181014,59.05730614009527,50.0,54.166666666666664,50.0,55.0,50.0,30.0,50.0,62.5,50.0,50.0,50.0,72.22222222222223,50.0,50.0,51.45130653809348,47.93397166971192,3,0.27962946601413563,Mixed / Divergent
Technology,2024Q1,8097,60.040331550491565,60.040331550491565,53.198653198653204,53.198653198653204,54.74747474747474,54.74747474747474,57.67676767676768,57.67676767676768,25.888347763347767,25.888347763347767,41.5686976615728,41.5686976615728,57.90360265140967,57.90360265140967,42.37575757575758,42.37575757575758,72.53455336069247,72.53455336069247,2,-2.6523908000743575,Mixed Improvement
Travel & Leisure,2024Q1,8097,57.23327757467892,57.23327757467892,65.9090909090909,65.9090909090909,52.323232323232325,52.323232323232325,43.43434343434343,43.43434343434343,34.79782948532949,34.79782948532949,39.662132005007145,39.662132005007145,51.783715391171526,51.783715391171526,43.4040404040404,43.4040404040404,58.22330188535629,58.22330188535629,2,-2.1038963293845256,Mixed Improvement
Unknown,2024Q1,8097,74.96247663344678,74.96247663344678,88.04713804713805,88.04713804713805,69.0909090909091,69.0909090909091,21.212121212121215,21.212121212121215,19.38341750841751,19.38341750841751,4.006734006734007,4.006734006734007,86.6017316017316,86.6017316017316,38.38383838383838,38.38383838383838,67.44769018913041,67.44769018913041,1,39.82902347942811,Broad Improvement
Utilities,2024Q1,8097,50.67704152639126,56.980790666618546,50.0,50.0,50.0,61.0,50.0,50.0,50.0,47.5,47.77777777777778,58.75,50.0,46.66666666666667,50.0,52.0,55.065082423324306,56.364276308620205,6,-0.9291500803964112,Mixed / Divergent
Banks,2024Q2,8098,50.971627649819794,51.75298922185749,50.0,43.627450980392155,50.0,49.41176470588236,50.0,51.1764705882353,50.0,55.882352941176464,50.0,50.98039215686275,50.0,52.205882352941174,50.0,52.94117647058823,67.47618074076621,67.83294646765535,18,-0.3112382788788821,Mixed / Divergent
Basic Resources,2024Q2,8098,50.97724985412558,58.02384384591191,49.99999999999999,54.16666666666666,49.99999999999999,56.66666666666666,50.0,36.666666666666664,49.99999999999999,45.83333333333333,50.0,47.222222222222214,49.99999999999999,46.29629629629629,50.0,46.666666666666664,67.58581376755437,64.91402851664505,4,0.36448906216362076,Mixed / Divergent
Chemicals,2024Q2,8098,50.58140249155209,52.97171823792944,50.0,54.166666666666664,50.0,45.0,50.0,60.0,50.0,37.5,50.0,52.083333333333336,50.0,41.666666666666664,50.0,50.0,59.866787182126565,57.80444879048038,5,-0.3394361396213057,Mixed / Divergent
Construction & Materials,2024Q2,8098,50.90812003824958,52.642574506241004,50.0,50.0,50.0,51.25,50.0,47.5,50.0,40.625,50.0,50.0,50.0,50.0,50.0,55.0,66.23778183139734,62.07021072431466,9,-0.08861314059684133,Mixed / Divergent
Financial Services,2024Q2,8098,50.44450120249465,45.788531543122424,50.0,47.916666666666664,50.0,45.0,50.0,42.5,49.18981481481482,37.5,52.507716049382715,50.595238095238095,48.53395061728395,49.14021164021164,49.583333333333336,50.0,67.5212850767774,67.51869221725242,9,-0.07543586021170512,Mixed / Divergent
Food & Beverage,2024Q2,8098,50.77006503658854,50.21388439862258,49.99999999999999,46.29629629629629,50.0,48.888888888888886,50.0,52.222222222222214,50.0,50.0,50.0,57.87037037037037,50.0,40.4320987654321,49.75,52.083333333333336,64.0457082474159,64.67045895207879,10,0.20287999630922826,Mixed / Divergent
Health Care,2024Q2,8098,55.72362721831616,55.72362721831616,36.53198653198653,36.53198653198653,57.777777777777786,57.777777777777786,41.81818181818181,41.81818181818181,60.84009740259741,60.84009740259741,11.217734455416426,11.217734455416426,80.93867755569883,80.93867755569883,49.78585858585858,49.78585858585858,52.88218321478789,52.88218321478789,1,-9.927262413305364,Mixed Improvement
